ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"105.213.87.111","elite","AS16637","ZA","MTN SA","185","MTN SA","5678","socks4","1237","1","2023-03-23T22:08:57.729Z","99","1234","1250"
"1.10.133.155","elite","AS23969","TH","TOT Public Company Limited","159","Shared Dynamic IP Address for Residential Broadband Services","4145","socks4","1101","1","2023-03-23T22:08:57.380Z","86","1120","1300"
"178.212.54.137","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","41","Lubuskie Sieci Swiatlowodowe Sp. z o. o","5678","socks4","1297","1","2023-03-23T22:08:56.342Z","99","1248","1260"
"150.129.207.84","elite","AS45916","IN","GTPL Vidarbha telelink pvt ltd","125","Gtpl Broadband Pvt. Ltd.","41889","socks4","1387","1","2023-03-23T22:08:56.352Z","93","1138","1226"
"180.183.1.188","elite","AS45629","TH","Triple T Broadband Public Company Limited","152","Triple T Broadband Public Company Limited","4145","socks4","1267","2","2023-03-23T22:08:56.342Z","95","1130","1193"
"103.214.112.138","elite","AS136052","ID","PT Cloud Hosting Indonesia","267","PT Denbe Anugerah Solusindo","32323","socks5","1258","1","2023-03-23T22:08:56.359Z","99","1172","1189"
"45.196.144.159","elite","AS7018","US","AT&T Services","81","AQUA Networks Limited","5432","socks4","1207","1","2023-03-23T22:08:56.355Z","98","1172","1193"
"171.248.37.225","elite","AS7552","VN","Viettel Corporation","181","VIETEL","5678","socks4","1256","1","2023-03-23T22:08:56.343Z","51","653","1280"
"194.226.164.214","elite","AS47213","RU","\"IKA Telecom\" LTD","50","\"IKA Telecom\" LTD","1080","socks4","1399","1","2023-03-23T22:08:56.702Z","100","1309","1313"
"161.97.88.197","elite","AS51167","DE","Contabo GmbH","13","Contabo GmbH","18722","socks4","1348","1","2023-03-23T22:08:56.359Z","100","1261","1265"
"85.159.4.125","elite","AS3326","UA","DATAGROUP-RETAIL","45","N/A","5678","socks4","1399","1","2023-03-23T22:08:56.686Z","94","1206","1279"
"50.47.75.220","elite","AS20055","US","Wholesail networks LLC","146","Ziply Fiber","5678","socks4","1376","1","2023-03-23T22:08:56.687Z","93","1219","1306"
"192.154.246.96","elite","AS64200","US","Vivid-hosting LLC","140","Vivid-hosting LLC","9000","socks5","1382","1","2023-03-23T22:08:56.703Z","100","1288","1291"
"103.5.232.145","anonymous","AS38592","BD","Chittagong Online Limited","179","CTGONLINENET","8080","http","1184","761","2023-03-23T22:08:56.356Z","100","1263","1267"
"221.224.213.155","elite","AS4134","CN","CHINANET jiangsu province network","207","N/A","1080","socks4","1185","1","2023-03-23T22:08:56.344Z","38","468","1216"
"138.185.236.122","elite","AS263919","BR","Powertech Informatica","222","Egla Alves Bispo - ME","5678","socks4","1280","1","2023-03-23T22:08:55.176Z","99","1303","1312"
"79.173.75.182","elite","AS31277","RU","NewLine network","57","LLC New Line Telecom","3629","socks4","1349","1","2023-03-23T22:08:55.166Z","98","1286","1311"
"185.171.54.29","elite","AS44285","IR","Shahrad","90","N/A","4153","socks4","1305","1","2023-03-23T22:08:55.961Z","97","1277","1311"
"89.218.5.110","elite","AS9198","KZ","JSC Kazakhtelecom","119","IP Paypoint","50733","socks4","1375","1","2023-03-23T22:08:55.165Z","97","1272","1312"
"103.76.190.1","elite","AS135758","IN","Alacriy Net System Service Private Limited","173","Alacriy Net System Service Private Limited","4153","socks4","1262","1","2023-03-23T22:08:55.168Z","99","1279","1290"
"36.90.105.11","elite","AS7713","ID","PT. Telekomunikasi Indonesia","223","Telekomunikasi Indonesia","3128","socks4","1254","1","2023-03-23T22:08:55.186Z","97","1257","1292"
"36.90.119.63","elite","AS7713","ID","PT. Telekomunikasi Indonesia","173","Telekomunikasi Indonesia","4153","socks4","1228","1","2023-03-23T22:08:55.186Z","92","1212","1311"
"190.145.132.250","elite","AS14080","CO","Telmex Colombia S.A.","147","Telmex Colombia S.A.","4145","socks4","1275","1","2023-03-23T22:08:55.540Z","100","1234","1239"
"84.51.0.198","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","55","Siba Bilisim Telekominikasyon Elektronik Ithalat Ihracat Limited","4145","socks4","1364","1","2023-03-23T22:08:55.517Z","100","1249","1249"
"103.52.211.118","elite","AS134177","IN","Rural Broadband Pvt. Ltd","176","Rural Broadband Private Limited","80","socks4","1398","1","2023-03-23T22:08:55.165Z","99","1293","1312"
"89.22.113.189","elite","AS45012","DE","dogado GmbH","22","dogado GmbH","50563","socks5","1282","1","2023-03-23T22:08:55.185Z","100","1232","1233"
"85.25.103.138","elite","AS8972","FR","Host Europe GmbH","16","Host Europe GmbH","1080","socks4","1305","1","2023-03-23T22:08:55.536Z","100","1304","1307"
"103.85.67.114","elite","AS131111","ID","MORATELINDO","168","Moratelindo","4145","socks4","1409","1","2023-03-23T22:08:55.164Z","98","1165","1194"
"45.249.79.105","elite","AS18229","IN","Tejasri Communications","152","N/A","3629","socks4","1318","1","2023-03-23T22:08:55.961Z","100","1308","1311"
"211.194.214.128","elite","AS4766","KR","Korea Telecom","226","KORNET","9050","socks4","1290","1","2023-03-23T22:08:55.167Z","100","1292","1293"
"38.127.172.200","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks4","1266","1","2023-03-23T22:08:55.185Z","100","1234","1234"
"103.40.122.194","elite","AS63508","ID","PT DINAMIKA MEDIAKOM","179","N/A","1080","socks4","1302","1","2023-03-23T22:08:55.182Z","98","1265","1288"
"103.127.29.105","elite","AS134926","IN","Micro Hosting Private Limited","187","MicroHost","7497","socks5","1331","1","2023-03-23T22:08:55.960Z","98","1237","1263"
"131.221.64.152","elite","AS265798","AR","Level Seven SRL","250","Level Seven SRL","2350","socks4","1286","1","2023-03-23T22:08:55.539Z","76","921","1205"
"31.170.19.142","elite","AS42099","LV","DNET ITRisinajumi Ltd.","48","Sia Nano IT","4153","socks4","1293","1","2023-03-23T22:08:55.518Z","100","1309","1310"
"62.179.9.19","elite","AS6830","PL","UPC Poland","34","N/A","5678","socks5","1266","1","2023-03-23T22:08:55.984Z","100","1253","1258"
"179.125.172.210","elite","AS28649","BR","Desktop Sigmanet Comunicação Multimídia SA","241","Desktop Sigmanet Comunicação Multimídia SA","4153","socks4","1424","1","2023-03-23T22:08:55.163Z","100","1307","1312"
"144.76.92.16","elite","AS24940","DE","Hetzner Online GmbH","21","Hetzner","30128","socks4","1251","1","2023-03-23T22:08:55.985Z","100","1288","1288"
"85.159.210.237","elite","AS63949","GB","Akamai Technologies, Inc.","9","Linode","37093","socks4","1291","1","2023-03-23T22:08:55.184Z","97","1202","1245"
"83.143.24.29","elite","AS37678","BW","BOTSWANA FIBRE NETWORKS (Proprietary) Limited","195","Vbn Core","5678","socks4","1213","1","2023-03-23T22:08:55.537Z","99","1297","1312"
"103.228.246.129","elite","AS59282","ID","Giga Patra Multimedia","195","N/A","5678","socks4","1242","1","2023-03-23T22:08:55.186Z","98","1237","1260"
"202.164.194.41","elite","AS57324","IQ","Al Lawn Al Akhdar International Company for Communications and Information Tech","89","Gccit","4145","socks4","1430","1","2023-03-23T22:08:54.451Z","99","1294","1306"
"91.121.79.58","elite","AS16276","FR","OVH SAS","5","OVH ISP","2499","socks5","1428","1","2023-03-23T22:08:54.791Z","100","1300","1301"
"80.210.58.174","elite","AS58224","IR","TIC","107","Telecommunication Company of Tehran","5678","socks5","1353","1","2023-03-23T22:08:54.815Z","43","563","1302"
"185.169.181.24","elite","AS34984","TR","Ates Dc","54","Ibrahim MALA trading as Ates Dc","4145","socks4","1499","1","2023-03-23T22:08:54.449Z","100","1291","1292"
"45.116.114.45","elite","AS58898","IN","Rainbow communications India Pvt Ltd","173","Rainbow Communications India Pvt Ltd","5678","socks4","1292","1","2023-03-23T22:08:54.454Z","98","1174","1202"
"45.126.21.75","elite","AS132540","IN","Airnat IT Solutions PVT LTD","146","Airnat IT Solutions PVT LTD","5678","socks4","1279","1","2023-03-23T22:08:54.484Z","97","1185","1217"
"129.226.44.28","elite","AS132203","IN","Tencent Cloud Computing (Beijing) Co","122","N/A","443","socks5","1341","1","2023-03-23T22:08:54.816Z","91","1153","1266"
"75.41.145.46","elite","AS36105","US","Big Bend Telephone Company","147","AT&T Corp.","5678","socks4","1362","1","2023-03-23T22:08:54.453Z","86","1108","1295"
"43.154.173.221","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","313","Tencent Cloud Computing","1080","socks4","1410","1","2023-03-23T22:08:54.452Z","93","1218","1312"
"46.97.238.46","elite","AS12302","RO","Vodafone RO","72","Vodafone Romania S.A.","5678","socks4","1446","1","2023-03-23T22:08:54.451Z","97","1269","1311"
"46.209.148.204","elite","AS42337","IR","Respina","93","N/A","8080","socks5","1245","1","2023-03-23T22:08:54.485Z","84","1036","1228"
"43.251.223.20","elite","AS45916","IN","Gujarat Telelink Pvt Ltd","132","Gtpl Broadband Pvt. Ltd.","3629","socks4","1364","1","2023-03-23T22:08:54.813Z","95","1242","1311"
"46.227.36.1","elite","AS51155","PL","Telemedian - TB Telecom","39","Telemedian","1088","socks4","1482","1","2023-03-23T22:08:54.450Z","100","1196","1201"
"185.56.180.14","elite","AS206866","ES","GARTEL","41","Gartel","5678","socks4","1312","1","2023-03-23T22:08:54.484Z","100","1311","1311"
"47.180.63.37","elite","AS5650","US","Frontier Communications of America, Inc.","143","Frontier Communications Corporation","54321","socks4","1445","1","2023-03-23T22:08:54.448Z","100","1254","1257"
"185.203.220.16","elite","AS211974","ES","Airecom Internet, S.L.","41","Airecom Internet, S.L","1080","socks4","1469","1","2023-03-23T22:08:54.450Z","96","1249","1307"
"185.207.205.134","elite","AS204196","NL","Abelohost BV","14","Abelohost","8001","socks4","1336","1","2023-03-23T22:08:53.626Z","100","1290","1292"
"206.189.85.92","elite","AS14061","SG","DigitalOcean, LLC","149","DigitalOcean, LLC","7497","socks5","1350","1","2023-03-23T22:08:53.625Z","100","1203","1206"
"172.104.35.230","elite","AS63949","SG","Akamai Technologies","163","Linode","25140","socks5","1347","1","2023-03-23T22:08:53.987Z","99","1197","1207"
"200.152.107.102","elite","AS21571","BR","MLS Wireless S/A","216","MLS Projetos de Informatica","1080","socks5","1386","1","2023-03-23T22:08:53.220Z","98","1163","1190"
"103.220.206.53","elite","AS59362","BD","KS Network","214","Nazmul Karim Bhuiyan","5678","socks4","1320","1","2023-03-23T22:08:53.981Z","98","1264","1290"
"213.32.252.134","elite","AS206206","IQ","Kurdistan Net 2","73","N/A","5678","socks4","1245","1","2023-03-23T22:08:53.189Z","100","1307","1311"
"123.181.151.91","elite","AS4134","CN","Chinanet","266","Chinanet HE","1081","socks5","1361","1","2023-03-23T22:08:53.220Z","63","757","1208"
"61.7.138.214","elite","AS131090","TH","CAT Telecom Public Company Limited","166","National Telecom Public Company Limited","4145","socks4","1306","1","2023-03-23T22:08:53.627Z","75","888","1191"
"51.91.21.129","elite","AS16276","FR","OVH SAS","5","OVH","29119","socks5","1440","1","2023-03-23T22:08:53.219Z","100","1252","1252"
"93.190.138.40","elite","AS49981","NL","WorldStream B.V.","10","N/A","30170","socks4","1380","1","2023-03-23T22:08:53.624Z","99","1265","1273"
"80.85.141.44","elite","AS204601","NL","Zomro B.V.","9","Zomro B.V","3128","http","1259","865","2023-03-23T22:08:53.207Z","100","1191","1192"
"15.235.141.35","elite","AS16276","SG","OVH SAS","154","OVH Singapore PTE. LTD","51921","socks4","1366","1","2023-03-23T22:08:53.986Z","100","1186","1190"
"199.195.249.15","elite","AS53667","US","FranTech Solutions","73","FranTech Solutions","30085","socks4","1463","1","2023-03-23T22:08:52.827Z","100","1267","1270"
"45.70.237.131","elite","AS264668","EC","Nedetel S.A.","164","Nedetel S.A","4145","socks4","1082","1","2023-03-23T22:08:52.805Z","99","1239","1246"
"202.148.5.34","elite","AS9794","ID","PT. Core Mediatech","191","N/A","5678","socks4","986","1","2023-03-23T22:08:52.369Z","97","1203","1236"
"45.249.79.190","elite","AS18229","IN","Tejasri Communications","130","N/A","3629","socks4","1119","1","2023-03-23T22:08:52.805Z","100","1304","1307"
"158.69.185.37","anonymous","AS16276","CA","OVH SAS","87","OVH Hosting, Inc.","3129","http","1421","817","2023-03-23T22:08:52.830Z","100","1196","1196"
"212.42.99.22","elite","AS8449","KG","ELCAT","107","ElCat, Ltd.","4145","socks4","936","1","2023-03-23T22:08:52.370Z","88","1149","1310"
"162.243.140.82","elite","AS14061","US","DigitalOcean, LLC","149","Digital Ocean","17463","socks4","1407","1","2023-03-23T22:08:52.406Z","98","1272","1296"
"14.161.17.4","elite","AS45899","VN","VNPT","225","Vietnam Posts and Telecommunications Group","4153","socks4","963","1","2023-03-23T22:08:52.370Z","99","1302","1311"
"218.24.16.198","elite","AS4837","CN","CNC Group CHINA169 Liaoning Province Network","180","N/A","36180","socks4","984","1","2023-03-23T22:08:52.807Z","99","1268","1277"
"105.213.95.78","elite","AS16637","ZA","MTN SA","196","MTN SA","5678","socks4","950","1","2023-03-23T22:08:52.370Z","98","1278","1309"
"103.117.108.6","elite","AS137935","BD","I Link Internet Service (I.T)","195","I Link Internet Service (I.T)","4153","socks4","1052","1","2023-03-23T22:08:52.367Z","97","1260","1297"
"27.128.203.134","elite","AS4134","CN","Chinanet","206","Chinanet HE","7300","socks5","1433","1","2023-03-23T22:08:52.828Z","99","1189","1206"
"197.234.13.90","elite","AS36902","SC","Intelvision","174","Intelvision Ltd","4145","socks4","1012","1","2023-03-23T22:08:52.368Z","100","1244","1250"
"203.30.190.46","elite","AS209242","US","Cloudflare London","2","Umpire Associates LTD","80","socks4","1068","1","2023-03-23T22:08:51.138Z","100","1224","1224"
"116.204.229.97","elite","AS58689","BD","ICC Communication Ltd","178","ICC Communication Ltd.","4145","socks4","1236","1","2023-03-23T22:08:51.579Z","99","1298","1308"
"178.253.201.11","elite","AS9125","RS","Orion Telekom ISP IP Network","48","N/A","1080","socks4","1067","1","2023-03-23T22:08:51.141Z","100","1284","1290"
"139.180.144.210","elite","AS20473","SG","The Constant Company, LLC","236","Choopa, LLC","50697","socks4","1054","1","2023-03-23T22:08:51.141Z","100","1307","1311"
"186.1.182.194","elite","AS27837","CO","Dialnet de Colombia S.A. E.S.P.","185","Dialnet de Colombia S.A. E.S.P","4153","socks4","1268","1","2023-03-23T22:08:51.578Z","99","1293","1310"
"116.212.144.223","elite","AS38235","KH","Angkor Data Communication","198","Mekongnet","5678","socks4","1189","1","2023-03-23T22:08:51.123Z","99","1294","1311"
"106.110.215.121","elite","AS4134","CN","Chinanet","193","Chinanet GD","2829","socks4","1390","1","2023-03-23T22:08:52.000Z","76","961","1259"
"24.234.142.118","elite","AS22773","US","Cox Communications Inc.","153","Cox Communications Inc","31008","socks4","1194","5","2023-03-23T22:08:51.980Z","96","1182","1234"
"149.20.253.75","elite","AS18615","US","Mainstream Fiber Networks, LLC","99","Mainstream Fiber Networks, LLC","12551","socks4","1043","1","2023-03-23T22:08:51.141Z","100","1294","1296"
"49.51.99.47","elite","AS132203","CA","OPHL","93","Tencent cloud computing (Beijing) Co., Ltd.","443","socks5","1105","1","2023-03-23T22:08:51.140Z","62","778","1263"
"194.116.72.46","elite","AS41364","IT","Consorzio TOP IX - Torino E Piemonte Exchange Point CC","22","Consorzio Topix - Torino e Piemonte Exchange Point","7497","socks5","1272","1","2023-03-23T22:08:51.594Z","100","1303","1304"
"159.89.163.128","elite","AS14061","IN","DigitalOcean, LLC","138","DigitalOcean, LLC","7497","socks5","1404","1","2023-03-23T22:08:51.999Z","96","1257","1312"
"45.228.147.209","elite","AS262773","BR","Proxxima Telecomunicacoes Ltda","199","Proxxima Telecomunicacoes Ltda","5678","socks4","1108","1","2023-03-23T22:08:51.982Z","99","1301","1311"
"41.242.79.244","elite","AS37605","NG","General Telecommunication Networks Limited","118","General Telecommunication Networks Limited","5678","socks4","1037","1","2023-03-23T22:08:51.992Z","95","1125","1190"
"184.178.172.18","elite","AS22773","US","Cox Communications Inc.","146","Cox Communications Inc.","15280","socks4","1284","1","2023-03-23T22:08:51.135Z","100","1197","1197"
"198.12.154.22","elite","AS26496","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","28057","socks4","1023","1","2023-03-23T22:08:50.625Z","100","1278","1280"
"110.73.11.181","elite","AS4837","CN","China Unicom Guangxi Province Network","183","N/A","8123","socks4","1263","1","2023-03-23T22:08:50.600Z","89","1111","1247"
"185.161.186.82","elite","AS43618","ES","Inforcelra SLU","83","Inforcelra SLU","54321","socks4","1372","1","2023-03-23T22:08:50.254Z","100","1310","1312"
"80.30.105.12","elite","AS3352","ES","TDENET (Red de servicios IP)","34","N/A","58888","socks4","1356","1","2023-03-23T22:08:50.254Z","100","1219","1225"
"179.107.53.54","elite","AS263284","BR","Topmega Internet e Inform?tica LTDA -ME","223","Topmega Internet e Informática LTDA -ME","4153","socks4","1133","1","2023-03-23T22:08:50.289Z","82","1049","1274"
"89.39.114.31","elite","AS8926","MD","JSC MOLDTELECOM SA","52","JSC Moldtelecom S.A.","4153","socks4","1214","1","2023-03-23T22:08:50.601Z","99","1304","1311"
"185.236.46.221","elite","AS50115","UA","TELECOMTRADE","55","N/A","5678","socks4","1210","1","2023-03-23T22:08:50.285Z","82","1054","1293"
"104.19.124.112","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc","80","socks4","1179","1","2023-03-23T22:08:50.622Z","100","1232","1232"
"80.80.167.246","elite","AS21246","XK","IPKO-PPANP","45","N/A","10801","socks4","1183","1","2023-03-23T22:08:50.285Z","100","1292","1294"
"157.230.177.47","elite","AS14061","US","DigitalOcean, LLC","84","DigitalOcean, LLC","7497","socks5","1239","1","2023-03-23T22:08:50.600Z","24","310","1272"
"103.114.98.205","elite","AS137449","BD","Skynet Chowmuhani","165","N/A","1080","socks4","1227","1","2023-03-23T22:08:50.601Z","70","912","1311"
"119.8.111.196","elite","AS136907","HK","Huawei International Pte. LTD","255","N/A","1080","socks5","1120","1","2023-03-23T22:08:50.289Z","93","1223","1311"
"92.42.8.5","elite","AS44963","RU","KMVtelecom","74","JSC PP Potok","4145","socks4","1202","1","2023-03-23T22:08:50.601Z","100","1300","1305"
"177.184.67.25","elite","AS52898","BR","Multipla Servi?os Inteligentes","229","Multipla Serviços Inteligentes","4145","socks4","1325","1","2023-03-23T22:08:50.255Z","100","1295","1300"
"166.62.59.87","elite","AS26496","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","32077","socks4","1161","1","2023-03-23T22:08:50.288Z","100","1249","1250"
"167.114.96.27","elite","AS16276","CA","OVH SAS","83","OVH Hosting, Inc.","9300","http","1176","768","2023-03-23T22:08:50.618Z","100","1194","1194"
"43.132.128.186","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","339","Tencent Cloud Computing","24067","socks5","1170","1","2023-03-23T22:08:50.286Z","99","1194","1207"
"162.19.7.57","elite","AS16276","FR","OVH SAS","5","OVH","52012","socks4","1418","1","2023-03-23T22:08:49.662Z","100","1297","1297"
"45.7.177.224","elite","AS266626","BR","Litoral Telecom","195","Litoral Telecom","39867","socks4","1447","1","2023-03-23T22:08:49.962Z","99","1290","1301"
"47.92.155.21","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","165","Aliyun Computing Co., LTD","8118","http","1279","834","2023-03-23T22:08:49.979Z","97","1179","1215"
"175.229.79.45","elite","AS4766","KR","Korea Telecom","230","Kornet","999","socks4","1122","1","2023-03-23T22:08:49.377Z","100","1263","1264"
"200.0.247.85","elite","AS10834","AR","Telefonica de Argentina","240","Smart S.A","4153","socks4","1433","1","2023-03-23T22:08:49.661Z","87","1145","1312"
